"","String","Count"
"2907","for_several",9871
"2908","my_family",9868
"2909","you_all",9868
"2910","a_hard",9862
"2911","school_in",9862
"2912","is_always",9861
"2913","the_message",9860
"2914","this_month",9859
"2915","those_are",9859
"2916","thought_about",9859
"2917","this_new",9858
"2918","saw_a",9857
"2919","i_tell",9850
"2920","where_a",9847
"2921","president_and",9843
"2922","but_one",9842
"2923","were_also",9842
"2924","have_never",9839
"2925","make_up",9838
"2926","had_become",9834
"2927","room_and",9833
"2928","the_report",9830
"2929","to_figure",9830
"2930","supreme_court",9828
"2931","see_him",9825
"2932","wrong_with",9819
"2933","was_something",9818
"2934","and_where",9812
"2935","his_work",9811
"2936","i_look",9811
"2937","the_brain",9811
"2938","the_village",9809
"2939","love_to",9808
"2940","the_purpose",9807
"2941","can_we",9801
"2942","you_tell",9801
"2943","and_another",9800
"2944","the_arts",9800
"2945","them_for",9790
"2946","depends_on",9786
"2947","starting_to",9781
"2948","into_this",9778
"2949","argue_that",9774
"2950","the_department",9772
"2951","is_likely",9771
"2952","the_heat",9769
"2953","be_right",9768
"2954","before_it",9768
"2955","her_hair",9763
"2956","indicated_that",9763
"2957","in_school",9759
"2958","of_war",9759
"2959","has_come",9754
"2960","the_army",9746
"2961","a_baby",9744
"2962","we_come",9744
"2963","the_space",9737
"2964","it_off",9734
"2965","especially_in",9733
"2966","them_out",9733
"2967","once_a",9730
"2968","used_the",9719
"2969","that_at",9717
"2970","below_the",9716
"2971","this_will",9711
"2972","all_three",9703
"2973","they_think",9701
"2974","about_your",9699
"2975","he_called",9699
"2976","she_felt",9690
"2977","but_do",9688
"2978","problem_with",9688
"2979","the_many",9687
"2980","thanks_for",9685
"2981","i_were",9683
"2982","you_guys",9681
"2983","the_lack",9680
"2984","why_is",9677
"2985","but_is",9672
"2986","the_dog",9669
"2987","will_come",9669
"2988","the_organization",9666
"2989","n't_going",9664
"2990","pretty_much",9664
"2991","the_basic",9664
"2992","more_like",9661
"2993","point_in",9661
"2994","turn_to",9660
"2995","door_and",9647
"2996","born_in",9643
"2997","at_its",9635
"2998","matter_how",9635
"2999","told_you",9630
"3000","with_those",9628
"3001","those_in",9627
"3002","in_court",9626
"3003","made_in",9623
"3004","that_an",9622
"3005","of_black",9611
"3006","three_days",9609
"3007","the_few",9608
"3008","will_never",9605
"3009","the_outside",9601
"3010","until_he",9601
"3011","about_him",9600
"3012","absence_of",9600
"3013","more_time",9591
"3014","prime_minister",9590
"3015","around_her",9589
"3016","support_of",9588
"3017","the_iraqi",9586
"3018","so_there",9584
"3019","want_a",9582
"3020","signs_of",9580
"3021","at_times",9579
"3022","six_years",9572
"3023","did_a",9566
"3024","it_down",9563
"3025","after_his",9562
"3026","were_more",9550
"3027","have_gone",9547
"3028","by_one",9546
"3029","opened_the",9537
"3030","them_a",9537
"3031","we_also",9533
"3032","a_sudden",9531
"3033","time_with",9529
"3034","of_light",9525
"3035","served_as",9524
"3036","as_their",9521
"3037","think_so",9518
"3038","next_week",9517
"3039","of_every",9514
"3040","but_only",9513
"3041","a_student",9506
"3042","in_los",9505
"3043","to_check",9498
"3044","serve_as",9497
"3045","in_favor",9495
"3046","the_evening",9489
"3047","or_that",9483
"3048","in_for",9472
"3049","least_one",9465
"3050","like_he",9462
"3051","feel_the",9460
"3052","to_death",9458
"3053","that_much",9456
"3054","effect_on",9450
"3055","set_the",9450
"3056","the_bathroom",9449
"3057","attempts_to",9447
"3058","not_like",9446
"3059","the_border",9445
"3060","the_start",9444
"3061","which_she",9444
"3062","is_expected",9440
"3063","have_said",9437
"3064","the_actual",9436
"3065","year_of",9434
"3066","needs_of",9432
"3067","will_do",9431
"3068","have_taken",9430
"3069","making_it",9422
"3070","first_place",9416
"3071","taking_the",9415
"3072","into_my",9414
"3073","into_their",9414
"3074","will_you",9414
"3075","why_are",9413
"3076","money_and",9412
"3077","i_suppose",9410
"3078","the_beach",9407
"3079","give_them",9404
"3080","the_trees",9403
"3081","the_upper",9402
"3082","you_hear",9402
"3083","the_event",9401
"3084","to_add",9398
"3085","three_months",9397
"3086","an_example",9394
"3087","be_at",9394
"3088","gave_me",9394
"3089","have_that",9389
"3090","a_thing",9384
"3091","are_to",9381
"3092","out_from",9381
"3093","let_him",9380
"3094","trip_to",9380
"3095","the_election",9373
"3096","we_found",9372
"3097","children_in",9366
"3098","that_and",9366
"3099","the_stock",9363
"3100","made_me",9357
"3101","context_of",9356
"3102","his_feet",9353
"3103","in_just",9353
"3104","the_european",9350
"3105","same_way",9349
"3106","a_study",9346
"3107","them_from",9346
"3108","than_to",9345
"3109","in_three",9344
"3110","at_each",9341
"3111","died_in",9340
"3112","he_wrote",9339
"3113","price_of",9339
"3114","will_go",9338
"3115","impossible_to",9336
"3116","billion_in",9334
"3117","for_women",9334
"3118","a_company",9331
"3119","on_me",9330
"3120","best_of",9329
"3121","now_you",9327
"3122","coming_from",9325
"3123","then_a",9324
"3124","an_average",9323
"3125","name_is",9323
"3126","a_difference",9316
"3127","would_go",9315
"3128","that_your",9314
"3129","go_in",9312
"3130","and_found",9310
"3131","or_three",9310
"3132","the_recent",9300
"3133","whether_they",9297
"3134","the_various",9296
"3135","several_years",9295
"3136","one_side",9291
"3137","used_by",9287
"3138","find_that",9280
"3139","the_hall",9278
"3140","things_like",9277
"3141","act_of",9276
"3142","my_parents",9274
"3143","favor_of",9269
"3144","they_ca",9263
"3145","to_focus",9263
"3146","want_the",9263
"3147","a_wonderful",9260
"3148","they_can't",9257
"3149","appeared_to",9252
"3150","women_are",9250
"3151","from_your",9245
"3152","has_always",9244
"3153","his_or",9243
"3154","men_who",9240
"3155","numbers_of",9239
"3156","was_made",9239
"3157","went_into",9236
"3158","and_perhaps",9233
"3159","system_of",9233
"3160","to_drive",9233
"3161","off_and",9232
"3162","and_maybe",9230
"3163","a_clear",9225
"3164","rid_of",9219
"3165","the_boat",9218
"3166","and_three",9217
"3167","sent_to",9217
"3168","to_study",9216
"3169","the_clinton",9213
"3170","a_life",9212
"3171","npr_news",9209
"3172","will_help",9208
"3173","in_life",9204
"3174","university_of",9203
"3175","to_more",9198
"3176","he_looks",9197
"3177","percent_in",9195
"3178","and_forth",9192
"3179","behind_him",9191
"3180","place_where",9190
"3181","she_went",9181
"3182","made_up",9178
"3183","what_can",9176
"3184","an_individual",9166
"3185","had_done",9165
"3186","more_information",9164
"3187","a_hand",9163
"3188","pieces_of",9162
"3189","the_green",9162
"3190","felt_that",9157
"3191","the_hotel",9156
"3192","what_has",9156
"3193","way_the",9151
"3194","for_which",9149
"3195","death_of",9148
"3196","the_test",9148
"3197","this_issue",9147
"3198","a_picture",9146
"3199","anyone_who",9146
"3200","never_seen",9146
"3201","me_about",9143
"3202","few_months",9142
"3203","my_heart",9130
"3204","the_san",9128
"3205","getting_a",9126
"3206","they_wanted",9126
"3207","was_used",9123
"3208","the_record",9120
"3209","us_and",9115
"3210","you_never",9115
"3211","thought_he",9114
"3212","noted_that",9110
"3213","talk_of",9105
"3214","a_movie",9104
"3215","to_act",9103
"3216","the_research",9102
"3217","it_isn't",9099
"3218","maybe_it",9098
"3219","the_context",9090
"3220","beneath_the",9089
"3221","the_county",9088
"3222","subject_to",9085
"3223","the_box",9084
"3224","argued_that",9083
"3225","so_on",9075
"3226","his_new",9072
"3227","says_she",9066
"3228","consider_the",9053
"3229","his_back",9051
"3230","and_began",9048
"3231","in_june",9047
"3232","know_i",9047
"3233","i_find",9046
"3234","will_get",9045
"3235","the_better",9044
"3236","easier_to",9041
"3237","first_to",9040
"3238","hong_kong",9040
"3239","wearing_a",9038
"3240","was_trying",9036
"3241","also_has",9035
"3242","the_experience",9034
"3243","the_large",9033
"3244","at_what",9030
"3245","of_congress",9024
"3246","mean_that",9023
"3247","one_way",9023
"3248","given_to",9022
"3249","cause_of",9018
"3250","were_on",9014
"3251","had_seen",9012
"3252","over_there",9012
"3253","be_one",9011
"3254","share_of",9009
"3255","surrounded_by",9001
"3256","of_having",8995
"3257","ended_up",8991
"3258","the_radio",8991
"3259","time_you",8986
"3260","law_enforcement",8983
"3261","out_here",8981
"3262","this_to",8980
"3263","new_hampshire",8979
"3264","to_include",8975
"3265","engaged_in",8974
"3266","have_found",8967
"3267","of_about",8964
"3268","to_fill",8954
"3269","makes_the",8953
"3270","into_it",8948
"3271","office_of",8947
"3272","wife_and",8946
"3273","proud_of",8945
"3274","charge_of",8944
"3275","her_voice",8944
"3276","open_to",8944
"3277","the_overall",8944
"3278","research_and",8943
"3279","yet_to",8941
"3280","the_garden",8937
"3281","give_us",8936
"3282","has_done",8936
"3283","too_late",8936
"3284","few_weeks",8935
"3285","saudi_arabia",8935
"3286","up_by",8935
"3287","the_planet",8934
"3288","for_children",8933
"3289","to_vote",8929
"3290","she_doesn't",8928
"3291","wait_for",8923
"3292","never_had",8918
"3293","in_early",8914
"3294","to_participate",8913
"3295","how_about",8909
"3296","tell_them",8909
"3297","the_natural",8909
"3298","the_ultimate",8909
"3299","physical_education",8908
"3300","right_back",8906
"3301","she_got",8906
"3302","sides_of",8906
"3303","the_classroom",8905
"3304","the_drug",8902
"3305","the_numbers",8899
"3306","handful_of",8896
"3307","his_body",8894
"3308","give_it",8890
"3309","the_pentagon",8889
"3310","away_with",8884
"3311","one_was",8884
"3312","led_by",8883
"3313","she_saw",8876
"3314","is_true",8873
"3315","through_his",8873
"3316","from_which",8872
"3317","though_i",8867
"3318","but_by",8865
"3319","a_sign",8864
"3320","about_my",8864
"3321","start_to",8864
"3322","sat_down",8858
"3323","this_man",8857
"3324","things_to",8856
"3325","and_therefore",8855
"3326","his_arms",8854
"3327","are_doing",8849
"3328","me_as",8849
"3329","of_men",8846
"3330","them_all",8846
"3331","with_which",8837
"3332","remember_that",8832
"3333","their_parents",8831
"3334","months_of",8827
"3335","this_would",8826
"3336","use_it",8824
"3337","we_saw",8822
"3338","their_first",8821
"3339","chief_of",8820
"3340","play_a",8820
"3341","are_two",8819
"3342","matter_what",8819
"3343","from_other",8815
"3344","made_to",8815
"3345","a_free",8812
"3346","the_spirit",8811
"3347","consistent_with",8809
"3348","the_christian",8809
"3349","coming_out",8805
"3350","the_woods",8805
"3351","for_every",8799
"3352","right_here",8797
"3353","notion_of",8796
"3354","the_states",8795
"3355","the_stairs",8790
"3356","to_promote",8790
"3357","the_league",8788
"3358","and_could",8785
"3359","of_music",8785
"3360","students_and",8785
"3361","a_home",8782
"3362","before_she",8781
"3363","left_to",8781
"3364","a_set",8779
"3365","the_southern",8777
"3366","to_respond",8777
"3367","emphasis_on",8776
"3368","experience_of",8774
"3369","and_here",8770
"3370","no_other",8770
"3371","shows_that",8765
"3372","and_while",8761
"3373","and_because",8755
"3374","the_class",8751
"3375","the_governor",8748
"3376","way_it",8740
"3377","she_took",8739
"3378","the_chief",8739
"3379","president_clinton",8737
"3380","turns_out",8737
"3381","result_in",8736
"3382","way_i",8729
"3383","a_kid",8716
"3384","money_for",8713
"3385","the_debate",8713
"3386","why_he",8710
"3387","in_more",8707
"3388","people_will",8706
"3389","were_still",8704
"3390","all_but",8703
"3391","the_oil",8702
"3392","on_these",8701
"3393","until_they",8701
"3394","way_he",8701
"3395","you_about",8699
"3396","guy_who",8697
"3397","the_moon",8697
"3398","a_boy",8696
"3399","them_into",8692
"3400","black_and",8688
"3401","a_tiny",8679
"3402","editor_of",8667
"3403","an_interview",8666
"3404","ten_years",8662
"3405","you_find",8662
"3406","has_already",8661
"3407","which_will",8659
"3408","resulted_in",8657
"3409","the_pain",8656
"3410","field_of",8655
"3411","sense_that",8655
"3412","he_left",8653
"3413","the_base",8653
"3414","went_out",8647
"3415","a_senior",8646
"3416","the_store",8643
"3417","to_describe",8639
"3418","on_camera",8638
"3419","her_family",8631
"3420","her_back",8629
"3421","a_doctor",8626
"3422","a_war",8626
"3423","watching_the",8620
"3424","am_not",8611
"3425","all_day",8605
"3426","of_four",8604
"3427","a_positive",8603
"3428","more_on",8602
"3429","stared_at",8601
"3430","this_story",8597
"3431","the_goal",8596
"3432","been_on",8595
"3433","only_way",8592
"3434","last_season",8590
"3435","let_us",8588
"3436","found_out",8587
"3437","nice_to",8587
"3438","know_who",8581
"3439","begun_to",8579
"3440","a_handful",8574
"3441","i_wo",8571
"3442","the_remaining",8570
"3443","i_won't",8570
"3444","really_do",8562
"3445","not_always",8559
"3446","now_to",8559
"3447","published_in",8558
"3448","this_and",8555
"3449","goes_on",8554
"3450","we_may",8554
"3451","a_human",8553
"3452","knew_it",8553
"3453","the_driver",8552
"3454","start_with",8549
"3455","to_recognize",8549
"3456","and_children",8545
"3457","begins_to",8545
"3458","ever_since",8545
"3459","in_march",8545
"3460","a_change",8544
"3461","to_worry",8540
"3462","the_bus",8539
"3463","two_months",8537
"3464","got_it",8536
"3465","the_hands",8534
"3466","a_plan",8533
"3467","anything_else",8532
"3468","be_considered",8527
"3469","called_for",8527
"3470","of_u.s",8525
"3471","power_and",8525
"3472","off_his",8524
"3473","go_away",8520
"3474","welcome_to",8520
"3475","a_bunch",8519
"3476","reached_the",8519
"3477","what_had",8515
"3478","never_be",8513
"3479","you_won't",8512
"3480","the_russian",8511
"3481","you_wo",8511
"3482","being_the",8508
"3483","they_must",8508
"3484","is_based",8504
"3485","to_decide",8504
"3486","just_don't",8504
"3487","the_distance",8503
"3488","the_race",8501
"3489","on_some",8497
"3490","show_you",8496
"3491","the_battle",8495
"3492","since_i",8492
"3493","which_can",8486
"3494","learn_to",8485
"3495","doing_the",8484
"3496","children_are",8483
"3497","around_a",8482
"3498","him_out",8482
"3499","the_model",8482
"3500","nothing_but",8480
"3501","is_another",8478
"3502","in_may",8474
"3503","the_initial",8474
"3504","was_already",8467
"3505","here_at",8465
"3506","room_for",8461
"3507","i_read",8459
"3508","that_do",8459
"3509","the_loss",8452
"3510","very_difficult",8451
"3511","is_where",8449
"3512","in_november",8446
"3513","including_a",8444
"3514","the_couple",8441
"3515","would_come",8440
"3516","of_different",8439
"3517","went_back",8436
"3518","been_to",8430
"3519","make_you",8430
"3520","working_in",8428
"3521","key_to",8427
"3522","body_of",8426
"3523","people_like",8425
"3524","early_in",8421
"3525","a_higher",8420
"3526","south_carolina",8419
"3527","n't_matter",8415
"3528","is_our",8401
"3529","ensure_that",8400
"3530","be_taken",8398
"3531","social_and",8394
"3532","me_with",8391
"3533","an_effort",8387
"3534","still_be",8387
"3535","from_what",8386
"3536","just_before",8383
"3537","was_right",8381
"3538","see_her",8377
"3539","to_just",8376
"3540","the_spring",8371
"3541","to_choose",8368
"3542","get_up",8367
"3543","olive_oil",8367
"3544","had_some",8364
"3545","afraid_of",8362
"3546","sam_donaldson",8353
"3547","the_participants",8353
"3548","a_computer",8349
"3549","government_and",8349
"3550","he_gave",8348
"3551","where_there",8348
"3552","a_beautiful",8346
"3553","remember_the",8345
"3554","or_is",8341
"3555","the_director",8337
"3556","just_in",8336
"3557","you_doing",8335
"3558","and_these",8333
"3559","help_the",8332
"3560","believed_that",8329
"3561","she_couldn't",8328
"3562","just_want",8326
"3563","gave_him",8325
"3564","higher_than",8322
"3565","has_taken",8321
"3566","and_every",8317
"3567","buy_a",8316
"3568","he_s",8309
"3569","some_sort",8306
"3570","town_of",8305
"3571","or_you",8304
"3572","and_asked",8303
"3573","public_health",8299
"3574","only_thing",8298
"3575","months_ago",8295
"3576","the_ocean",8290
"3577","an_issue",8289
"3578","as_being",8287
"3579","right_in",8287
"3580","parking_lot",8283
"3581","all_my",8277
"3582","the_glass",8276
"3583","tell_her",8273
"3584","included_in",8271
"3585","st_louis",8271
"3586","is_much",8268
"3587","n't_give",8267
"3588","known_for",8258
"3589","your_child",8257
"3590","in_case",8254
"3591","of_history",8251
"3592","mental_health",8249
"3593","you_come",8248
"3594","keep_it",8246
"3595","sit_down",8245
"3596","in_april",8244
"3597","of_interest",8240
"3598","because_that",8239
"3599","in_north",8239
"3600","the_budget",8238
"3601","the_museum",8237
"3602","which_were",8236
"3603","were_so",8235
"3604","seen_the",8234
"3605","north_korea",8231
"3606","the_standard",8229
"3607","the_blood",8226
"3608","the_issues",8222
"3609","a_business",8221
"3610","me_for",8219
"3611","called_a",8215
"3612","it_made",8215
"3613","has_said",8214
"3614","ted_koppel",8213
"3615","than_you",8212
"3616","earlier_this",8210
"3617","the_global",8210
"3618","about_you",8208
"3619","out_his",8207
"3620","deal_of",8199
"3621","been_an",8198
"3622","since_then",8197
"3623","be_with",8196
"3624","which_it",8196
"3625","go_home",8194
"3626","could_make",8191
"3627","the_blue",8183
"3628","watch_the",8174
"3629","have_their",8171
"3630","ranging_from",8171
"3631","is_good",8170
"3632","and_family",8168
"3633","charged_with",8164
"3634","the_weather",8163
"3635","think_she",8163
"3636","the_gun",8162
"3637","that_make",8160
"3638","to_examine",8160
"3639","her_daughter",8159
"3640","know_why",8159
"3641","and_finally",8158
"3642","take_on",8157
"3643","to_form",8157
"3644","to_handle",8157
"3645","love_you",8154
"3646","system_is",8151
"3647","her_first",8150
"3648","a_larger",8148
"3649","that_only",8148
"3650","after_this",8147
"3651","by_some",8147
"3652","made_her",8147
"3653","n't_find",8146
"3654","very_different",8144
"3655","happy_to",8143
"3656","i_put",8143
"3657","have_in",8142
"3658","told_us",8142
"3659","or_any",8137
"3660","it_again",8136
"3661","not_enough",8135
"3662","and_set",8133
"3663","eight_years",8133
"3664","in_september",8132
"3665","way_for",8132
"3666","a_list",8127
"3667","answer_to",8124
"3668","my_son",8122
"3669","let_them",8118
"3670","seven_years",8112
"3671","live_with",8111
"3672","the_focus",8111
"3673","family_members",8107
"3674","sitting_on",8107
"3675","year_ago",8106
"3676","a_system",8105
"3677","work_to",8105
"3678","just_that",8104
"3679","and_into",8102
"3680","entered_the",8102
"3681","the_days",8100
"3682","to_listen",8100
"3683","executive_director",8099
"3684","and_very",8097
"3685","the_physical",8097
"3686","is_right",8091
"3687","the_five",8091
"3688","the_forest",8091
"3689","examples_of",8089
"3690","why_we",8088
"3691","men_in",8087
"3692","the_chance",8083
"3693","national_security",8082
"3694","the_neighborhood",8080
"3695","was_found",8077
"3696","long_ago",8076
"3697","time_we",8073
"3698","is_called",8068
"3699","made_him",8066
"3700","section_of",8066
"3701","of_several",8065
"3702","in_december",8063
"3703","in_high",8058
"3704","from_new",8056
"3705","of_law",8056
"3706","responsibility_for",8055
"3707","creation_of",8046
"3708","the_eyes",8046
"3709","joined_the",8041
"3710","war_in",8037
"3711","his_parents",8034
"3712","once_you",8030
"3713","to_remain",8029
"3714","asked_the",8028
"3715","son_of",8027
"3716","you_believe",8026
"3717","rely_on",8019
"3718","so_if",8018
"3719","let_it",8014
"3720","than_ever",8012
"3721","way_they",8011
"3722","give_him",8008
"3723","south_of",8004
"3724","george_w",8000
"3725","him_from",7999
"3726","her_that",7998
"3727","or_she",7997
"3728","the_trial",7996
"3729","to_draw",7996
"3730","from_him",7991
"3731","wish_to",7991
"3732","care_for",7988
"3733","students_are",7988
"3734","make_them",7982
"3735","win_the",7979
"3736","in_prison",7978
"3737","and_look",7977
"3738","did_i",7977
"3739","asked_him",7974
"3740","had_said",7971
"3741","expect_to",7968
"3742","we_might",7967
"3743","to_wear",7966
"3744","of_thing",7965
"3745","is_part",7963
"3746","north_of",7962
"3747","contribute_to",7961
"3748","point_out",7961
"3749","respect_to",7958
"3750","call_for",7955
"3751","give_a",7954
"3752","known_to",7952
"3753","the_perfect",7951
"3754","man_with",7950
"3755","the_eye",7949
"3756","the_security",7946
"3757","since_he",7945
"3758","aimed_at",7944
"3759","they_found",7942
"3760","indicate_that",7938
"3761","house_in",7937
"3762","you_so",7936
"3763","and_left",7935
"3764","coming_in",7934
"3765","my_name",7933
"3766","the_congress",7928
"3767","created_a",7927
"3768","to_lead",7926
"3769","are_available",7925
"3770","be_like",7925
"3771","department_of",7924
"3772","length_of",7924
"3773","than_he",7924
"3774","shook_his",7920
"3775","a_living",7917
"3776","most_likely",7916
"3777","only_two",7916
"3778","a_school",7915
"3779","committed_to",7908
"3780","of_business",7905
"3781","account_for",7904
"3782","are_there",7902
"3783","is_probably",7902
"3784","why_would",7902
"3785","my_hand",7901
"3786","his_brother",7900
"3787","for_new",7899
"3788","were_just",7899
"3789","among_them",7896
"3790","in_atlanta",7895
"3791","the_opening",7895
"3792","of_food",7894
"3793","this_thing",7893
"3794","and_may",7892
"3795","there_a",7892
"3796","can_find",7885
"3797","regard_to",7882
"3798","with_respect",7881
"3799","the_larger",7880
"3800","as_good",7877
"3801","the_parents",7877
"3802","years_before",7877
"3803","increase_the",7876
"3804","to_mention",7875
"3805","the_reasons",7874
"3806","points_out",7871
"3807","parents_and",7870
"3808","he_began",7867
"3809","for_now",7866
"3810","is_doing",7866
"3811","i_ask",7865
"3812","the_private",7864
"3813","but_on",7862
"3814","during_his",7857
"3815","the_language",7857
"3816","goal_of",7856
"3817","their_families",7855
"3818","to_gain",7855
"3819","them_the",7853
"3820","gone_to",7852
"3821","how_does",7852
"3822","pretty_good",7851
"3823","they_come",7851
"3824","referring_to",7850
"3825","and_about",7848
"3826","a_brief",7847
"3827","getting_the",7845
"3828","of_economic",7845
"3829","thought_to",7844
"3830","he_gets",7842
"3831","in_late",7841
"3832","are_trying",7839
"3833","way_in",7839
"3834","a_greater",7838
"3835","they_see",7838
"3836","it_over",7837
"3837","all_kinds",7835
"3838","people_would",7835
"3839","love_with",7833
"3840","on_each",7830
"3841","together_in",7830
"3842","at_age",7827
"3843","in_august",7827
"3844","this_in",7826
"3845","in_florida",7825
"3846","to_life",7824
"3847","you_put",7823
"3848","n't_remember",7821
"3849","the_roof",7821
"3850","it_or",7820
"3851","growing_up",7818
"3852","stay_with",7818
"3853","was_nothing",7818
"3854","the_financial",7815
"3855","just_because",7811
"3856","move_to",7810
"3857","done_in",7809
"3858","even_with",7809
"3859","the_modern",7809
"3860","the_northern",7808
"3861","together_and",7808
"3862","to_remove",7805
"3863","asked_me",7803
"3864","the_task",7803
"3865","i_hear",7801
"3866","to_perform",7800
"3867","in_london",7796
"3868","hands_and",7793
"3869","the_far",7791
"3870","a_city",7787
"3871","of_control",7786
"3872","they_came",7786
"3873","her_son",7783
"3874","he_still",7779
"3875","in_effect",7778
"3876","heard_of",7777
"3877","or_an",7776
"3878","is_possible",7769
"3879","the_deal",7768
"3880","world_and",7763
"3881","the_district",7762
"3882","man_and",7758
"3883","the_stars",7758
"3884","very_little",7758
"3885","in_october",7757
"3886","the_capital",7755
"3887","contributed_to",7752
"3888","but_my",7751
"3889","believe_the",7750
"3890","human_beings",7750
"3891","what_will",7747
"3892","the_direction",7744
"3893","the_facts",7744
"3894","the_service",7741
"3895","the_vast",7741
"3896","and_got",7740
"3897","the_color",7739
"3898","little_girl",7735
"3899","showed_that",7735
"3900","them_that",7735
"3901","front_door",7729
"3902","was_this",7729
"3903","in_american",7728
"3904","used_as",7723
"3905","do_in",7722
"3906","are_many",7720
"3907","future_of",7717
"3908","follow_the",7715
"3909","total_of",7714
"3910","felt_the",7711
"3911","hands_of",7700
"3912","one_time",7700
"3913","been_so",7696
"3914","a_program",7695
"3915","to_realize",7695
"3916","problem_of",7693
"3917","engage_in",7691
"3918","get_some",7691
"3919","can_say",7690
"3920","here_on",7689
"3921","her_parents",7688
"3922","and_me",7687
"3923","and_everything",7685
"3924","like_they",7682
"3925","world_is",7681
"3926","the_type",7680
"3927","an_open",7679
"3928","place_of",7679
"3929","until_it",7677
"3930","review_of",7674
"3931","to_enter",7674
"3932","he_may",7672
"3933","in_july",7672
"3934","new_england",7672
"3935","but_still",7671
"3936","weeks_ago",7671
"3937","a_federal",7668
"3938","down_from",7668
"3939","her_body",7668
"3940","they_go",7665
"3941","is_trying",7663
"3942","place_for",7663
"3943","first_and",7662
"3944","maybe_i",7662
"3945","this_day",7661
"3946","those_that",7660
"3947","system_that",7657
"3948","my_brother",7655
"3949","and_later",7653
"3950","more_difficult",7653
"3951","in_town",7651
"3952","your_mother",7646
"3953","you_what",7644
"3954","students_with",7641
"3955","so_when",7638
"3956","she_will",7637
"3957","a_specific",7636
"3958","sounds_like",7633
"3959","a_gun",7629
"3960","way_out",7629
"3961","ask_for",7628
"3962","a_growing",7627
"3963","have_one",7624
"3964","those_people",7620
"3965","just_for",7619
"3966","she_wasn't",7618
"3967","the_title",7615
"3968","do_have",7614
"3969","an_end",7610
"3970","way_you",7607
"3971","i_agree",7605
"3972","i_wonder",7605
"3973","get_on",7602
"3974","going_through",7602
"3975","his_career",7602
"3976","anything_that",7600
"3977","the_players",7600
"3978","measure_of",7599
"3979","the_reality",7596
"3980","right_there",7595
"3981","behind_her",7593
"3982","his_office",7592
"3983","than_those",7586
"3984","images_of",7583
"3985","to_explore",7580
"3986","sure_you",7578
"3987","i_take",7577
"3988","become_more",7576
"3989","subject_of",7575
"3990","few_of",7574
"3991","received_a",7572
"3992","when_his",7572
"3993","all_his",7571
"3994","leaving_the",7570
"3995","creating_a",7569
"3996","of_americans",7569
"3997","from_it",7567
"3998","a_personal",7566
"3999","w_bush",7566
"4000","he_thinks",7564
"4001","the_tv",7564
"4002","your_father",7563
"4003","here_for",7560
"4004","though_they",7560
"4005","the_lead",7559
"4006","of_good",7558
"4007","in_february",7555
"4008","lives_of",7553
"4009","knew_what",7552
"4010","model_of",7552
"4011","now_they",7552
"4012","include_the",7551
"4013","have_this",7549
"4014","to_defend",7548
"4015","the_official",7541
"4016","were_able",7541
"4017","time_is",7540
"4018","wanting_to",7540
"4019","and_told",7537
"4020","but_some",7537
"4021","children_to",7537
"4022","what_makes",7534
"4023","by_that",7531
"4024","really_is",7529
"4025","is_nothing",7528
"4026","a_mistake",7525
"4027","not_one",7523
"4028","my_dad",7522
"4029","out_into",7521
"4030","long_and",7520
"4031","why_they",7520
"4032","three_weeks",7517
"4033","african_american",7515
"4034","get_them",7513
"4035","year_to",7512
"4036","a_perfect",7511
"4037","a_professor",7510
"4038","of_death",7510
"4039","or_maybe",7507
"4040","and_don't",7507
"4041","those_things",7506
"4042","good_news",7503
"4043","the_usual",7501
"4044","a_powerful",7500
"4045","with_such",7496
"4046","them_are",7495
"4047","he_started",7493
"4048","get_away",7492
"4049","of_national",7491
"4050","the_king",7491
"4051","to_attend",7490
"4052","at_your",7488
"4053","of_others",7488
"4054","political_and",7486
"4055","a_low",7485
"4056","and_use",7482
"4057","generation_of",7480
"4058","point_to",7479
"4059","accused_of",7477
"4060","the_tax",7477
"4061","father_and",7474
"4062","everything_from",7472
"4063","may_also",7472
"4064","between_them",7471
"4065","than_half",7471
"4066","the_voice",7470
"4067","never_have",7468
"4068","people_on",7464
"4069","the_college",7463
"4070","the_ice",7459
"4071","threat_to",7459
"4072","that_any",7458
"4073","the_gulf",7458
"4074","back_the",7455
"4075","have_already",7454
"4076","a_really",7452
"4077","country_and",7452
"4078","did_they",7452
"4079","knew_the",7452
"4080","or_if",7451
"4081","not_being",7450
"4082","the_disease",7448
"4083","more_money",7447
"4084","is_used",7439
"4085","care_about",7438
"4086","difference_in",7437
"4087","i_realized",7434
"4088","the_common",7434
"4089","moment_of",7427
"4090","woman_in",7426
"4091","one_point",7425
"4092","a_thousand",7423
"4093","the_absence",7422
"4094","and_started",7411
"4095","the_firm",7410
"4096","determine_the",7409
"4097","until_i",7409
"4098","was_supposed",7405
"4099","of_times",7404
"4100","your_body",7404
"4101","leads_to",7403
"4102","worked_for",7402
"4103","not_much",7401
"4104","any_time",7399
"4105","his_home",7398
"4106","was_he",7398
"4107","a_tough",7397
"4108","probably_the",7396
"4109","ways_of",7395
"4110","the_creation",7394
"4111","day_to",7391
"4112","and_saw",7389
"4113","join_the",7389
"4114","the_legal",7387
"4115","gave_the",7386
"4116","who_knows",7386
"4117","in_bed",7385
"4118","the_u.n",7385
"4119","some_cases",7382
"4120","face_and",7381
"4121","a_call",7380
